,prompt,completion,predicted_result,NRMSE
286,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_5' ) and    no_of_adults between 2 and 3  ,145.0,0,0.5355658785310994
287,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 2 and 3  ,180.0,0,0.5355658785310994
288,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 2  ,0.0,0,0.5355658785310994
289,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 3  ,88.0,0,0.5355658785310994
290,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 3  ,0.0,230,0.5355658785310994
291,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 2 and 4  ,115.0,0,0.5355658785310994
292,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_children between 1 and 6  ,230.0,0,0.5355658785310994
293,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_3' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 2  ,0.0,105,0.5355658785310994
294,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_3' ) and    no_of_adults between 0 and 3  ,103.0,0,0.5355658785310994
295,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 3 and 3  ,145.0,0,0.5355658785310994
296,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 2 and 3  ,153.0,145,0.5355658785310994
297,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_children between 0 and 2  ,155.0,0,0.5355658785310994
298,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 0 and 2  ,0.0,0,0.5355658785310994
299,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 0 and 2  ,123.0,0,0.5355658785310994
300,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_adults between 0 and 1  ,84.0,0,0.5355658785310994
301,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 0 and 0  ,57.0,0,0.5355658785310994
302,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_5' ) and    no_of_adults between 0 and 2  ,132.0,0,0.5355658785310994
303,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 9 and 9  ,76.0,0,0.5355658785310994
304,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 3 and 8  ,61.0,0,0.5355658785310994
305,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_3' ) and    no_of_adults between 1 and 1  ,0.0,102,0.5355658785310994
306,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 2 and 4  ,0.0,96,0.5355658785310994
307,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_3' ) and    no_of_adults between 1 and 3  ,0.0,115,0.5355658785310994
308,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 3 and 3  ,196.0,0,0.5355658785310994
309,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 0 and 2  ,0.0,0,0.5355658785310994
310,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_children between 2 and 6  ,113.0,0,0.5355658785310994
311,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 0 and 2  ,115.0,0,0.5355658785310994
312,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_adults between 0 and 2  ,83.0,0,0.5355658785310994
313,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 2 and 3  ,0.0,0,0.5355658785310994
314,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 0 and 3  ,123.0,0,0.5355658785310994
315,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 1 and 9  ,94.0,0,0.5355658785310994
316,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 0 and 4  ,94.0,0,0.5355658785310994
317,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 4  ,172.0,94,0.5355658785310994
318,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 3 and 4  ,125.0,0,0.5355658785310994
319,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_3' ) and    no_of_adults between 1 and 4  ,206.0,115,0.5355658785310994
320,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 1 and 3  ,112.0,155,0.5355658785310994
321,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_children between 1 and 7  ,154.0,145,0.5355658785310994
322,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_5' ) and    no_of_children between 1 and 7  ,215.0,0,0.5355658785310994
323,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 2 and 3  ,152.0,0,0.5355658785310994
324,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 1 and 3  ,94.0,0,0.5355658785310994
325,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 1 and 3  ,109.0,0,0.5355658785310994
326,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 4  ,94.0,224,0.5355658785310994
327,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 1 and 3  ,180.0,80,0.5355658785310994
328,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 2  ,116.0,0,0.5355658785310994
329,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 0 and 3  ,155.0,0,0.5355658785310994
330,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 4  ,109.0,0,0.5355658785310994
331,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 0 and 3  ,112.0,0,0.5355658785310994
332,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_children between 0 and 2  ,206.0,0,0.5355658785310994
333,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 2 and 3  ,227.0,0,0.5355658785310994
334,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 3  ,180.0,0,0.5355658785310994
335,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 4  ,112.0,115,0.5355658785310994
336,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 3 and 4  ,164.0,0,0.5355658785310994
337,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 3  ,119.0,96,0.5355658785310994
338,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_3' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 4  ,0.0,0,0.5355658785310994
339,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 2 and 4  ,125.0,0,0.5355658785310994
340,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 0 and 3  ,180.0,0,0.5355658785310994
341,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 2  ,132.0,0,0.5355658785310994
342,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 4  ,162.0,0,0.5355658785310994
343,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_3' ) and    no_of_adults between 0 and 4  ,0.0,0,0.5355658785310994
344,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 3 and 3  ,165.0,0,0.5355658785310994
345,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 2 and 4  ,94.0,103,0.5355658785310994
346,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 2 and 2  ,0.0,0,0.5355658785310994
347,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 4  ,88.0,0,0.5355658785310994
348,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 3 and 4  ,164.0,0,0.5355658785310994
349,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 2 and 3  ,141.0,133,0.5355658785310994
350,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 1 and 2  ,206.0,0,0.5355658785310994
351,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 1 and 3  ,0.0,144,0.5355658785310994
352,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 0 and 3  ,180.0,0,0.5355658785310994
353,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_children between 2 and 6  ,91.0,0,0.5355658785310994
354,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_3' ) and    no_of_children between 0 and 2  ,206.0,0,0.5355658785310994
355,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 2 and 3  ,94.0,125,0.5355658785310994
356,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_5' ) and    no_of_children between 1 and 6  ,215.0,207,0.5355658785310994
357,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 2  ,96.0,0,0.5355658785310994
358,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 4  ,153.0,0,0.5355658785310994
359,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 0 and 3  ,109.0,0,0.5355658785310994
360,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 2 and 3  ,184.0,0,0.5355658785310994
361,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 2  ,83.0,83,0.5355658785310994
362,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 3  ,123.0,105,0.5355658785310994
363,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 1 and 9  ,119.0,0,0.5355658785310994
364,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_children between 0 and 5  ,0.0,0,0.5355658785310994
365,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 2 and 2  ,153.0,0,0.5355658785310994
366,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 0 and 1  ,115.0,0,0.5355658785310994
367,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 2 and 4  ,91.0,0,0.5355658785310994
368,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 0 and 4  ,155.0,0,0.5355658785310994
369,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 3  ,0.0,0,0.5355658785310994
370,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 2  ,0.0,118,0.5355658785310994
371,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 2  ,88.0,0,0.5355658785310994
372,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 1 and 3  ,0.0,0,0.5355658785310994
373,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 2 and 2  ,181.0,0,0.5355658785310994
374,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 3  ,155.0,112,0.5355658785310994
375,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_children between 1 and 7  ,147.0,0,0.5355658785310994
376,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_children between 0 and 5  ,220.0,0,0.5355658785310994
377,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_children between 1 and 7  ,120.0,0,0.5355658785310994
378,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 0 and 2  ,108.0,0,0.5355658785310994
379,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_3' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 1  ,0.0,0,0.5355658785310994
380,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 0 and 3  ,119.0,0,0.5355658785310994
381,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_3' ) and    no_of_adults between 0 and 3  ,0.0,0,0.5355658785310994
382,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_adults between 2 and 3  ,88.0,180,0.5355658785310994
383,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_children between 0 and 5  ,112.0,0,0.5355658785310994
384,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_children between 2 and 4  ,176.0,104,0.5355658785310994
385,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 0 and 2  ,0.0,0,0.5355658785310994
386,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 4  ,112.0,119,0.5355658785310994
387,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 3  ,153.0,0,0.5355658785310994
388,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_4' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 1 and 9  ,147.0,0,0.5355658785310994
389,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_adults between 2 and 3  ,96.0,0,0.5355658785310994
390,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_children between 8 and 10  ,76.0,0,0.5355658785310994
391,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_3' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 0 and 3  ,0.0,0,0.5355658785310994
392,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 0 and 2  ,0.0,115,0.5355658785310994
393,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_6' ) and    no_of_adults between 2 and 3  ,227.0,0,0.5355658785310994
394,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 0 and 2  ,176.0,180,0.5355658785310994
395,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_adults between 0 and 0  ,83.0,0,0.5355658785310994
396,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_adults between 1 and 3  ,176.0,0,0.5355658785310994
397,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_2' ) and    no_of_adults between 1 and 1  ,123.0,0,0.5355658785310994
398,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 0 and 4  ,0.0,0,0.5355658785310994
399,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_7' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 3  ,159.0,254,0.5355658785310994
400,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 1  ,86.0,0,0.5355658785310994
401,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_2' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_adults between 2 and 3  ,159.0,0,0.5355658785310994
402,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_4' ) and    no_of_children between 1 and 4  ,117.0,0,0.5355658785310994
403,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_6' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 1 and 9  ,152.0,0,0.5355658785310994
404,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_2' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 1 and 4  ,91.0,113,0.5355658785310994
405,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_1' ) and    no_of_children between 1 and 7  ,90.0,0,0.5355658785310994
406,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_adults between 0 and 4  ,87.0,0,0.5355658785310994
407,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 3 and 4  ,196.0,153,0.5355658785310994
408,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_children between 0 and 5  ,0.0,0,0.5355658785310994
409,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_1' ) and type_of_meal_plan in ( 'Not_Selected' ) and    no_of_children between 1 and 8  ,90.0,0,0.5355658785310994
410,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Not_Selected' ) and room_type_reserved in ( 'Room_Type_3' ) and    no_of_adults between 1 and 2  ,0.0,0,0.5355658785310994
411,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_2' ) and    no_of_children between 2 and 9  ,96.0,0,0.5355658785310994
412,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_1' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 0 and 0  ,0.0,0,0.5355658785310994
413,select avg(avg_price_per_room) from Hotel_Reservation where type_of_meal_plan in ( 'Meal_Plan_3' ) and room_type_reserved in ( 'Room_Type_7' ) and    no_of_adults between 1 and 3  ,0.0,0,0.5355658785310994
414,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 1 and 4  ,119.0,105,0.5355658785310994
415,select avg(avg_price_per_room) from Hotel_Reservation where room_type_reserved in ( 'Room_Type_5' ) and type_of_meal_plan in ( 'Meal_Plan_1' ) and    no_of_adults between 2 and 2  ,120.0,0,0.5355658785310994
